id,text,cleaned_text,label_name,label
206,merkel sets netanyahu straight on german culpability for holocaust via,merkel sets netanyahu straight on german culpability for holocaust via,Not HS,0
207,"  "" caring for vulnerable includes caring for unborn children & their mothers "" "" says in response to #sotu call to value all life """," "" caring for vulnerable includes caring for unborn children & their mothers "" "" says in response to sotu call to value all life """,Not HS,0
208,islam needs to be exposed. it is not a religion and should be removed like nazi fascism. p.c. kills,islam needs to be exposed. it is not a religion and should be removed like nazi fascism. p.c. kills,Implicit HS,2
209,The mainstream left is afraid things are polarizing and destabilizing too quickly. They want to keep things civil so they can continue their destruction of the slumbering masses. I hope they continue their purges and all hell breaks loose.,the mainstream left is afraid things are polarizing and destabilizing too quickly. they want to keep things civil so they can continue their destruction of the slumbering masses. i hope they continue their purges and all hell breaks loose.,Implicit HS,2
210,pence will help in places like fort wayne  in  grand rapids  mi  springfield  mo that cruz won,pence will help in places like fort wayne in grand rapids mi springfield mo that cruz won,Not HS,0
211,. has announced the airing of garbage anti-white marxist propaganda on their platform.dear white people  cancel your subscription .,. has announced the airing of garbage anti-white marxist propaganda on their platform.dear white people cancel your subscription .,Not HS,0
212,"yes! tell them daca matter is not in the debate. remind them of the law and tell them the plan; deport and work permits in an orderly fashion prioritising imminent threats. tell them, """"stand down in the name of the people"""".","yes! tell them daca matter is not in the debate. remind them of the law and tell them the plan; deport and work permits in an orderly fashion prioritising imminent threats. tell them, """"stand down in the name of the people"""".",Implicit HS,2
213,trump focuses on islamist extremism guts programs countering white supremacy via,trump focuses on islamist extremism guts programs countering white supremacy via,Not HS,0
214,u see this ? white pill ?,u see this ? white pill ?,Implicit HS,2
215,white supremacists are gay !,white supremacists are gay !,Explicit HS,1
216,show your support for defund planned parenthood  add a #twibbon now ! #fldefundpp #defundpp,show your support for defund planned parenthood add a twibbon now ! fldefundpp defundpp,Not HS,0
217,[ audio ] ceo and general counsel of alliance defending freedom  alan sears on the hugh hewitt,[ audio ] ceo and general counsel of alliance defending freedom alan sears on the hugh hewitt,Not HS,0
218,antifa and splc doxx people ! do they not ?,antifa and splc doxx people ! do they not ?,Not HS,0
219,in memoriam panzerdivison waffen-ss totenkopf t-shirt from the white resister :,in memoriam panzerdivison waffen-ss totenkopf t-shirt from the white resister :,Not HS,0
220,two year culinary top full paid for culinary art school like so like wild bills a two year research then implementation,two year culinary top full paid for culinary art school like so like wild bills a two year research then implementation,Not HS,0
221,did slavoj iek plagiarize jared taylors american renaissance ? the celebrity marxist philosopher caught copying .,did slavoj iek plagiarize jared taylors american renaissance ? the celebrity marxist philosopher caught copying .,Not HS,0
222,deflection-projection . the only real violence comes from antifa types who go out of their wa,deflection-projection . the only real violence comes from antifa types who go out of their wa,Implicit HS,2
223,pro-life nurse fired ! no one deserves to be denied a job simply because they are pro-life .,pro-life nurse fired ! no one deserves to be denied a job simply because they are pro-life .,Not HS,0
224,white girl bleed a lot : the return of race riots to america via,white girl bleed a lot : the return of race riots to america via,Not HS,0
225,. i fasted literally all afternoon  and cruz still cratered . nothing works !,. i fasted literally all afternoon and cruz still cratered . nothing works !,Not HS,0
226,it's tactically and morally stupid  but makes good tv and excites brainless people .,it's tactically and morally stupid but makes good tv and excites brainless people .,Not HS,0
227,antifa & other commies will be there  of course . if cops standdown like #charlottesville  mi,antifa & other commies will be there of course . if cops standdown like charlottesville mi,Implicit HS,2
228,iranian #muslims inject dogs with acid to kill them en masse :,iranian muslims inject dogs with acid to kill them en masse :,Not HS,0
229,ok so these 3 examples prove what ? how many are victims of crime related to illegals ? 10sthousands,ok so these 3 examples prove what ? how many are victims of crime related to illegals ? 10sthousands,Not HS,0
230,cowards wear hoods heroes wear masks #opkkk #anonymous #anonfamily,cowards wear hoods heroes wear masks opkkk anonymous anonfamily,Not HS,0
231,land ? im not talking about some land . people is all that matters  not piece of land,land ? im not talking about some land . people is all that matters not piece of land,Not HS,0
232,funny  even ironic pic since she would have recommended bo's momma have an abortion . pregs to a drunken black man ...,funny even ironic pic since she would have recommended bo's momma have an abortion . pregs to a drunken black man ...,Implicit HS,2
